system:index,20200829T102031_20200829T102249_T32UNB_B2,20200829T102031_20200829T102249_T32UNB_B3,20200829T102031_20200829T102249_T32UNB_B4,20200829T102031_20200829T102249_T32UNB_B5,20200829T102031_20200829T102249_T32UNB_B6,20200829T102031_20200829T102249_T32UNB_B7,20200829T102031_20200829T102249_T32UNB_B8,20200829T102031_20200829T102249_T32UNB_EVI,20200829T102031_20200829T102249_T32UNB_IRECI,20200829T102031_20200829T102249_T32UNB_NDVI,20200829T102031_20200829T102249_T32UNB_SCL,20200901T103031_20200901T103505_T32UNB_B2,20200901T103031_20200901T103505_T32UNB_B3,20200901T103031_20200901T103505_T32UNB_B4,20200901T103031_20200901T103505_T32UNB_B5,20200901T103031_20200901T103505_T32UNB_B6,20200901T103031_20200901T103505_T32UNB_B7,20200901T103031_20200901T103505_T32UNB_B8,20200901T103031_20200901T103505_T32UNB_EVI,20200901T103031_20200901T103505_T32UNB_IRECI,20200901T103031_20200901T103505_T32UNB_NDVI,20200901T103031_20200901T103505_T32UNB_SCL,.geo
0012000000000000186b_5,5672,5328,5028,5444,5576,5600,5820,-3022,32767,730,9,363,480,350,593,1318,1664,2462,28687,32767,7510,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.481138934288174,50.8430771419581]}"
0012000000000000186b_6,5700,5312,5044,5500,5581,5601,5788,-2777,32767,686,9,312,469,332,802,1905,2354,1972,25230,32767,7118,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.481280962569956,50.84307655631132]}"
001200000000000018bc_0,5812,5492,5192,5626,5690,5656,5932,-2843,32767,665,9,1358,1692,2366,2706,2851,2958,3060,2453,32767,1279,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.54521051182406,50.83209392276616]}"
001200000000000018bc_1,5836,5448,5176,5626,5690,5656,5868,-2527,32767,626,9,1354,1702,2400,2706,2851,2958,3098,2376,32767,1269,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.54506747097792,50.83200466258236]}"
001200000000000018bc_2,5824,5396,5176,5626,5690,5656,5924,-2791,32767,673,9,1360,1708,2404,2706,2851,2958,3118,2430,32767,1293,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.54520946423475,50.83200399923802]}"
001200000000000018bc_3,5848,5436,5196,5610,5639,5672,5908,-2627,32767,641,9,1370,1716,2416,2708,2838,2976,3178,2574,32767,1362,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.545351457486214,50.83200333572092]}"
001200000000000018bc_4,5848,5448,5220,5626,5680,5663,5884,-2494,32767,597,9,1334,1700,2380,2538,2692,2844,3116,2489,32767,1339,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.545066423666771,50.83191473905069]}"
001200000000000018bc_5,5832,5436,5208,5626,5680,5663,5924,-2725,32767,643,9,1320,1708,2364,2538,2692,2844,3104,2503,32767,1353,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.545208416650802,50.83191407570847]}"
001200000000000018bc_6,5864,5464,5200,5605,5680,5658,5868,-2416,32767,603,9,1300,1674,2294,2361,2457,2603,2994,2496,32767,1323,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.545350409629469,50.83191341219347]}"
001200000000000018df_0,6056,5536,5284,5668,5770,5748,6044,-2476,32767,670,9,3968,3848,3962,4534,5145,5307,5124,-32768,32767,1278,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.568520309147004,50.82218047044822]}"
001200000000000018df_1,6036,5572,5284,5668,5770,5748,6048,-2540,32767,674,9,4006,3942,4060,4534,5145,5307,5196,-32768,32767,1227,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.568662272040681,50.82217977866203]}"
001200000000000018df_2,6084,5584,5316,5724,5732,5736,6044,-2367,32767,640,9,3828,3828,3938,4524,5016,5217,5084,32767,32767,1270,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.568804234928768,50.822179086703144]}"
001200000000000018df_3,6036,5552,5296,5671,5789,5772,6088,-2673,32767,695,9,3912,3872,3830,4267,4858,5115,5072,-24125,32767,1395,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.568519217156027,50.8220905471224]}"
001200000000000018df_4,6012,5548,5308,5671,5789,5772,6056,-2602,32767,658,9,3814,3868,3876,4267,4858,5115,5092,-32768,32767,1355,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.568661179777065,50.82208985533842]}"
001200000000000018df_5,6004,5552,5316,5698,5770,5756,6076,-2692,32767,667,9,3476,3694,3772,4127,4788,5059,4884,19212,32767,1284,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.56880314239251,50.82208916338173]}"
001200000000000018df_6,6036,5492,5284,5671,5789,5772,6012,-2409,32767,644,9,3388,3684,3746,4267,4858,5115,4848,14386,32767,1282,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.56866008751904,50.8219999320134]}"
001200000000000018df_7,6004,5560,5280,5698,5770,5756,6048,-2629,32767,677,9,3008,3428,3566,4127,4788,5059,4572,7377,32767,1236,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.568802049861846,50.821999240058915]}"
001200000000000018ed_0,5860,5576,5308,5730,5893,5928,6128,-3432,32767,717,9,927,1064,1064,1295,2713,3273,3648,20970,32767,5483,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.57942806402175,50.82023831102356]}"
001200000000000018ed_1,5900,5576,5332,5764,5906,5934,6144,-3320,32767,707,9,1146,1300,1318,1794,2951,3363,3564,19510,32767,4600,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.579570020755591,50.820237605985966]}"
001200000000000018ed_2,5888,5592,5328,5764,5906,5934,6108,-3205,32767,682,9,1306,1460,1436,1794,2951,3363,3400,22097,32767,4061,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.579711977483733,50.820236900775676]}"
001200000000000018ed_3,5908,5620,5296,5730,5893,5928,6168,-3424,32767,760,9,1076,1062,1022,1295,2713,3273,3500,32767,32767,5479,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.57942695115721,50.82014838783933]}"
001200000000000018ed_4,5916,5584,5296,5764,5906,5934,6144,-3287,32767,741,9,1280,1222,1210,1794,2951,3363,3572,32767,32767,4939,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.579568907618443,50.820147682803984]}"
001200000000000018ed_5,5928,5552,5328,5764,5906,5934,6076,-2915,32767,655,9,1404,1390,1348,1794,2951,3363,3616,32767,32767,4568,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.579710864073977,50.82014697759594]}"
0012000000000000193c_0,6356,5996,5684,6118,6296,6280,6588,-3239,32767,736,9,5068,5192,5160,5653,6150,6246,6444,-32768,32767,1106,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645044384683754,50.811980259511806]}"
0012000000000000193c_1,6344,6036,5684,6134,6311,6270,6528,-3037,32767,691,9,5108,5080,4916,5191,5804,5985,6468,-16545,32767,1363,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.644901216466806,50.811891121900366]}"
0012000000000000193c_2,6380,6012,5660,6118,6296,6280,6568,-3100,32767,742,9,5380,5324,5116,5653,6150,6246,6676,-13100,32767,1322,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645043146163815,50.81189033730123]}"
0012000000000000193c_3,6440,5996,5616,6118,6296,6280,6568,-2962,32767,781,9,5436,5332,5140,5653,6150,6246,6684,-11895,32767,1305,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645185075854485,50.81188955252945]}"
0012000000000000193c_4,6368,5996,5680,6153,6323,6280,6564,-3106,32767,721,9,5240,5124,4796,5089,5672,5838,6576,-11274,32767,1565,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.644899978225675,50.81180119968588]}"
0012000000000000193c_5,6392,6000,5672,6125,6302,6311,6632,-3298,32767,780,9,5504,5280,5036,5408,5922,5995,6676,-9345,32767,1400,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645041907650217,50.811800415089245]}"
0012000000000000193c_6,6460,6020,5648,6125,6302,6311,6624,-3074,32767,795,9,5468,5308,5148,5408,5922,5995,6680,-11130,32767,1295,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.64518383706842,50.81179963031997]}"
00120000000000001946_0,6060,5732,5412,5850,6079,6104,6344,-3512,32767,792,9,4220,3918,3630,3965,4724,4912,5684,-12270,32767,2205,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652689795760335,50.810588803381975]}"
00120000000000001946_1,6088,5752,5412,5850,6079,6104,6284,-3158,32767,745,9,3938,3774,3420,3965,4724,4912,5532,-15163,32767,2359,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652831721292186,50.81058800932309]}"
00120000000000001946_2,6084,5736,5456,5854,6082,6094,6344,-3389,32767,752,9,3942,3608,3310,3380,4270,4591,5528,-13278,32767,2509,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652688542623466,50.810498881285866]}"
00120000000000001946_3,6084,5776,5444,5854,6082,6094,6324,-3312,32767,747,9,3694,3430,3078,3380,4270,4591,5340,-14514,32767,2687,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652830467882874,50.81049808722952]}"
00120000000000001946_4,6100,5744,5428,5863,6060,6069,6308,-3200,32767,749,9,3130,3234,2930,3080,4028,4449,5128,-32768,32767,2727,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652972393135865,50.81049729300053]}"
00120000000000001946_5,6100,5732,5444,5854,6082,6094,6324,-3253,32767,747,9,3552,3330,2876,3380,4270,4591,5332,-15156,32767,2992,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652687289493013,50.81040895918834]}"
00120000000000001946_6,6076,5744,5456,5854,6082,6094,6324,-3333,32767,736,9,3328,3100,2712,3380,4270,4591,5128,-16971,32767,3081,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652829214479977,50.81040816513451]}"
00120000000000001946_7,6120,5708,5444,5863,6060,6069,6324,-3183,32767,747,9,3140,2950,2540,3080,4028,4449,5088,-19776,32767,3340,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.652971139460528,50.81040737090806]}"
00120000000000001960_0,5596,5352,5052,5524,5777,5819,6040,-4397,32767,890,9,3682,3730,3440,3822,4495,4708,5176,-24137,32767,2014,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.67293469416316,50.80696655176946]}"
00120000000000001960_1,5636,5352,5084,5548,5793,5807,6012,-4032,32767,836,9,3466,3706,3542,4077,4755,4988,5044,32767,32767,1749,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.673076608139255,50.80696573312623]}"
00120000000000001960_2,5636,5316,5048,5548,5793,5807,5972,-3844,32767,838,9,3514,3816,3750,4077,4755,4988,5068,27141,32767,1494,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.67321852210873,50.8069649143104]}"
00120000000000001960_3,5612,5328,5040,5524,5777,5819,5988,-4043,32767,859,9,3780,3548,3398,3822,4495,4708,5116,-15096,32767,2017,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.672933402325196,50.80687662998519]}"
00120000000000001960_4,5620,5332,5064,5548,5793,5807,5996,-4038,32767,842,9,3738,3646,3542,4077,4755,4988,5128,-23972,32767,1829,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.673075316028903,50.80687581134456]}"
00120000000000001960_5,5680,5368,5044,5548,5793,5807,5996,-3754,32767,862,9,3920,3920,3698,4077,4755,4988,5260,-20015,32767,1743,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.673217229725998,50.80687499253133]}"
00120000000000001960_6,5636,5372,5044,5533,5766,5800,6004,-3999,32767,868,9,3748,3598,3640,3979,4575,4698,5060,-29363,32767,1632,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.673074023925167,50.806785889561475]}"
00120000000000001966_0,5744,5428,5096,5558,5811,5845,6148,-4138,32767,935,9,4700,4732,4632,4947,5502,5675,6024,-24284,32767,1306,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.677748055980356,50.80612932575811]}"
00120000000000001966_1,5792,5464,5092,5538,5810,5854,6148,-3917,32767,939,9,4960,4976,4864,5390,5888,6051,6164,-17558,32767,1178,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.677889967279395,50.80612850126988]}"
00120000000000001966_2,5780,5436,5084,5598,5823,5830,6112,-3817,32767,918,9,4920,4828,4676,4913,5441,5479,6120,-13257,32767,1337,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.677746754941325,50.80603940405001]}"
00120000000000001966_3,5760,5420,5128,5585,5822,5847,6048,-3603,32767,823,9,5156,5044,4864,5303,5734,5781,6260,-10821,32767,1254,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.677888665967997,50.80603857956441]}"
00120000000000001977_0,5280,5020,4796,5245,5451,5427,5716,-4503,32767,875,9,4196,4164,4128,4482,5277,5586,5924,-32768,32767,1786,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.689753558419898,50.802192003024096]}"
00120000000000001977_1,5252,5000,4788,5245,5451,5427,5636,-4218,32767,813,9,4006,4064,4008,4482,5277,5586,5792,-32768,32767,1820,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.689895457437308,50.80219116397973]}"
00120000000000001977_2,5304,5020,4776,5248,5459,5502,5712,-4324,32767,892,9,3980,4008,3960,4495,5227,5561,5736,-32768,32767,1831,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.689610335769192,50.802102920349185]}"
00120000000000001977_3,5288,4996,4756,5245,5451,5427,5664,-4158,32767,871,9,4026,4034,4042,4482,5277,5586,5796,-32768,32767,1782,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.689752234521071,50.802102081480065]}"
00120000000000001977_4,5280,5008,4764,5245,5451,5427,5660,-4183,32767,859,9,3870,3926,3982,4482,5277,5586,5692,32767,32767,1767,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.689894133266174,50.80210124243837]}"
00120000000000001977_5,5296,5008,4748,5240,5463,5456,5688,-4239,32767,900,9,4026,3952,4016,4369,5128,5417,5728,-32768,32767,1756,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.689750910629021,50.80201215993461]}"
00120000000000001977_6,5316,5040,4776,5240,5463,5456,5692,-4147,32767,875,9,3904,3886,3928,4369,5128,5417,5640,-32768,32767,1789,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.68989280910182,50.80201132089559]}"
001200000000000019d2_0,3094,2950,2824,3200,3614,3814,3904,-11460,32767,1605,9,1240,1260,1204,1433,1878,2067,2050,-32768,32767,2599,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.763832382994973,50.79354689379753]}"
001200000000000019d2_1,3094,2924,2834,3217,3668,3873,3904,-11650,32767,1588,9,1368,1342,1338,1641,2042,2260,2042,-32768,32767,2082,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.763974253505602,50.793545964767965]}"
001200000000000019d2_2,3076,2920,2802,3207,3750,3966,3996,-13202,32767,1756,9,1328,1338,1354,1738,2234,2483,2410,32767,32767,2805,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.763689047123622,50.79345790245003]}"
001200000000000019d2_3,3076,2956,2802,3207,3750,3966,4014,-13508,32767,1778,9,1278,1318,1388,1738,2234,2483,2364,22021,32767,2601,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.7638309173696,50.79345697359593]}"
001200000000000019d2_4,3062,2946,2832,3222,3742,3965,3908,-13032,32767,1596,9,1432,1456,1532,1990,2437,2667,2210,25565,32767,1811,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.763972787608074,50.79345604456932]}"
001200000000000019d2_5,3060,2940,2810,3207,3750,3966,4108,-16380,32767,1876,9,1388,1498,1610,1738,2234,2483,2402,11978,32767,1974,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.763829451751725,50.79336705339289]}"
001200000000000019d2_6,3040,2908,2822,3222,3742,3965,3958,-14876,32767,1675,9,1592,1622,1750,1990,2437,2667,2508,17726,32767,1780,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.763971321718047,50.79336612436924]}"
001200000000000019fa_0,4636,4624,4764,5215,5472,5517,5648,-32768,32767,849,9,3968,3564,3320,3511,3516,3434,3636,-1273,32767,454,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795095573925117,50.788032129474345]}"
001200000000000019fa_1,4564,4520,4756,5254,5508,5571,5656,-32768,32767,864,9,3880,3508,3304,3506,3493,3469,3598,-1294,32767,425,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.794952196115037,50.78794317665319]}"
001200000000000019fa_2,4628,4588,4736,5215,5472,5517,5656,-32768,32767,885,9,3884,3496,3272,3511,3516,3434,3586,-1328,32767,457,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795094048615631,50.78794220985551]}"
001200000000000019fa_3,4652,4664,4736,5215,5472,5517,5656,-28151,32767,885,9,3942,3536,3298,3511,3516,3434,3582,-1146,32767,412,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.79523590110842,50.787941242885346]}"
001200000000000019fa_4,4504,4496,4728,5228,5532,5586,5664,32767,32767,900,9,3790,3482,3308,3511,3497,3461,3542,-1162,32767,341,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.794950671085415,50.78785325702983]}"
001200000000000019fa_5,4576,4540,4704,5169,5460,5492,5620,-32768,32767,887,9,3816,3496,3320,3535,3527,3474,3560,-1167,32767,348,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.795092523313949,50.78785229023522]}"
001200000000000019fa_6,4652,4572,4688,5169,5460,5492,5620,-20420,32767,904,9,3854,3518,3340,3535,3527,3474,3526,-871,32767,270,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.79523437553468,50.78785132326815]}"
00120000000000001a09_0,3516,3674,3460,4021,5044,5342,5700,32767,32767,2445,9,3980,3562,3350,3508,3498,3461,3426,-300,32767,112,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806691881377876,50.785884119124866]}"
00120000000000001a09_1,3476,3646,3436,4021,5044,5342,5668,32767,32767,2451,9,4000,3576,3384,3508,3498,3461,3484,-402,32767,145,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806833727241036,50.78588313808035]}"
00120000000000001a09_2,3522,3632,3474,4048,5118,5400,5692,32767,32767,2419,9,3990,3602,3382,3621,3613,3613,3484,-414,32767,148,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806690333941763,50.785794199727405]}"
00120000000000001a09_3,3448,3610,3470,4048,5118,5400,5656,32767,32767,2395,9,3990,3630,3442,3621,3613,3613,3484,-181,32767,60,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.8068321795329,50.78579321868602]}"
00120000000000001a09_4,3462,3570,3444,4009,5240,5609,5668,32767,32767,2440,9,3978,3610,3438,3622,3618,3607,3486,-209,32767,69,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806974025116116,50.785792237472165]}"
00120000000000001a09_5,3494,3602,3460,4048,5118,5400,5684,32767,32767,2432,9,4020,3630,3474,3621,3613,3613,3510,-155,32767,51,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806688786513568,50.785704280328524]}"
00120000000000001a09_6,3476,3552,3464,4048,5118,5400,5624,32767,32767,2376,9,4006,3680,3486,3621,3613,3613,3554,-304,32767,96,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.806830631832682,50.785703299290255]}"
00120000000000001a30_0,2988,3082,3090,3704,4484,4970,4176,32767,32767,1494,9,8464,7872,7524,8035,7783,7718,7676,-356,32767,100,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.836951994186148,50.780365038294406]}"
00120000000000001a30_1,3208,3238,3286,3704,4484,4970,4328,-32768,32767,1368,9,8552,7956,7628,8035,7783,7718,7816,-445,32767,121,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.837093822276497,50.78036402053442]}"
00120000000000001a30_2,3378,3374,3418,4033,4836,5277,4464,-32768,32767,1327,9,8664,8068,7784,8077,7845,7678,7860,-182,-32768,48,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.837235650358634,50.780363002602016]}"
00120000000000001a30_3,2964,3010,3062,3704,4484,4970,4140,32767,32767,1496,9,8488,7892,7552,8035,7783,7718,7628,-177,32767,50,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.836950389022805,50.780275119493346]}"
00120000000000001a30_4,3120,3182,3206,3704,4484,4970,4308,32767,32767,1466,9,8600,7940,7616,8035,7783,7718,7808,-436,32767,124,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.837092216841224,50.7802741017366]}"
00120000000000001a30_5,3270,3282,3322,4033,4836,5277,4380,-32768,32767,1373,9,8712,8144,7764,8077,7845,7678,7880,-266,-32768,74,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.837234044651431,50.78027308380744]}"
00120000000000001a30_6,2868,2952,3016,3458,4172,4519,4082,32767,32767,1501,9,8544,7880,7684,8215,7950,7748,7668,38,32767,-10,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.836948783867674,50.78018520069086]}"
